book_title,author,ratings,avg_rating,book_image,book_url
Mystic Embrace,Charlotte Blackwell,191,3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306537432i/11474158.jpg,https://www.goodreads.com/book/show/11474158-mystic-embrace
The Making of Legend,Richard Barrs,125,3.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308801147i/11474799.jpg,https://www.goodreads.com/book/show/11474799-the-making-of-legend
Her Dear and Loving Husband,Meredith Allard,"1,853",3.68,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306514002i/11473888.jpg,https://www.goodreads.com/book/show/11473888-her-dear-and-loving-husband
Vuurwerk : verhalen uit Malta,Francis Ebejer,4,4.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1443707770i/11475959.jpg,https://www.goodreads.com/book/show/11475959-vuurwerk
"Broken Republic: Three Essays [May 31, 2011] Arundhati Roy",Arundhati Roy,"1,080",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306526950i/11475219.jpg,https://www.goodreads.com/book/show/11475219-broken-republic
The Minority Council,Kate Griffin,"2,886",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330972514i/11475567.jpg,https://www.goodreads.com/book/show/11475567-the-minority-council
Breathless,Cole Gibsen,419,3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328315540i/11475686.jpg,https://www.goodreads.com/book/show/11475686-breathless
The Last Boy on Earth,Thomas M. Burby,166,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1420793618i/11476121.jpg,https://www.goodreads.com/book/show/11476121-the-last-boy-on-earth
Vengeance Born,Kylie Griffin,"2,127",3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355373781i/11475952.jpg,https://www.goodreads.com/book/show/11475952-vengeance-born
Blue Bloods: The Graphic Novel,Robert Venditti,"2,283",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360571577i/11476163.jpg,https://www.goodreads.com/book/show/11476163-blue-bloods
Christine Falls,Benjamin Black,"13,944",3.55,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356454912i/1147601.jpg,https://www.goodreads.com/book/show/1147601.Christine_Falls
His Dark Materials,Philip Pullman,"164,101",4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327343792i/11476291.jpg,https://www.goodreads.com/book/show/11476291-his-dark-materials
Echoes of Betrayal,Elizabeth Moon,"3,311",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388327118i/11476589.jpg,https://www.goodreads.com/book/show/11476589-echoes-of-betrayal
A Prideless Man,Amber Kell,"1,414",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360575300i/11476414.jpg,https://www.goodreads.com/book/show/11476414-a-prideless-man
The Sentimental Agents in the Volyen Empire,Doris Lessing,440,3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333558276i/1147664.jpg,https://www.goodreads.com/book/show/1147664.The_Sentimental_Agents_in_the_Volyen_Empire
"Tokyo Mew Mew Omnibus, Vol. 1",Mia Ikumi,859,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559245528i/11476862.jpg,https://www.goodreads.com/book/show/11476862-tokyo-mew-mew-omnibus-vol-1
Summoning the Night,Jenn Bennett,"6,234",3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317419212i/11476593.jpg,https://www.goodreads.com/book/show/11476593-summoning-the-night
Anno Dracula,Kim Newman,"14,533",3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328340317i/11477151.jpg,https://www.goodreads.com/book/show/11477151-anno-dracula
Down the Shore,Kelly Mooney,252,3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362144206i/11477203.jpg,https://www.goodreads.com/book/show/11477203-down-the-shore
The Water Dragon,Andrew Woodward,8,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394282809i/11478723.jpg,https://www.goodreads.com/book/show/11478723-the-water-dragon
Marshmallow,Clare Turlay Newberry,"1,337",4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1364321133i/1147790.jpg,https://www.goodreads.com/book/show/1147790.Marshmallow
Old Haunts,E.J. Copperman,"2,625",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1314368125i/11477714.jpg,https://www.goodreads.com/book/show/11477714-old-haunts
Sullivan's Secret,Robin  Murphy,252,3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347522743i/11479782.jpg,https://www.goodreads.com/book/show/11479782-sullivan-s-secret
Breathe,Abbi Glines,"83,832",3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1341120438i/11479285.jpg,https://www.goodreads.com/book/show/11479285-breathe
Die kleine Hexe,Otfried Preußler,"11,393",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1334150369i/1148052.jpg,https://www.goodreads.com/book/show/1148052.Die_kleine_Hexe
Boyfriend from Hell,E. Van Lowe,"1,074",3.51,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321200053i/11479938.jpg,https://www.goodreads.com/book/show/11479938-boyfriend-from-hell
Wildefire,Karsten Knight,"8,469",3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344664691i/11478365.jpg,https://www.goodreads.com/book/show/11478365-wildefire
Always Been Mine,Elizabeth Reyes,"10,880",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328340419i/11480837.jpg,https://www.goodreads.com/book/show/11480837-always-been-mine
No Plot? No Problem!,Chris Baty,"7,329",3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348288612i/114817.jpg,https://www.goodreads.com/book/show/114817.No_Plot_No_Problem_
Fair Game,Patricia Briggs,"55,587",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309650058i/11480917.jpg,https://www.goodreads.com/book/show/11480917-fair-game
Fool for Love,Marie Force,"14,152",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1402425052i/11483403.jpg,https://www.goodreads.com/book/show/11483403-fool-for-love
The Summer Of The Bear,Bella Pollen,"2,425",3.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328340495i/11483614.jpg,https://www.goodreads.com/book/show/11483614-the-summer-of-the-bear
Kiss of the Fur Queen,Tomson Highway,"2,825",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1383794723i/1148401.jpg,https://www.goodreads.com/book/show/1148401.Kiss_of_the_Fur_Queen
The Seven Basic Plots: Why We Tell Stories,Christopher Booker,"1,636",3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1652788680i/114823.jpg,https://www.goodreads.com/book/show/114823.The_Seven_Basic_Plots
Innovation and Entrepreneurship,Peter F. Drucker,"10,757",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387707623i/114841.jpg,https://www.goodreads.com/book/show/114841.Innovation_and_Entrepreneurship
Katie's Hellion,Lizzy Ford,"3,109",3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306629847i/11483834.jpg,https://www.goodreads.com/book/show/11483834-katie-s-hellion
The Sugar Divorce,Suzanna Stinnett,22,3.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1332954296i/11487112.jpg,https://www.goodreads.com/book/show/11487112-the-sugar-divorce
Amber Passion,allie burke,35,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401839238i/11487159.jpg,https://www.goodreads.com/book/show/11487159-amber-passion
The Color Purple,Alice Walker,"709,782",4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1556348375i/11486.jpg,https://www.goodreads.com/book/show/11486.The_Color_Purple
Vixen 03,Clive Cussler,"13,681",3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400813702i/1148612.jpg,https://www.goodreads.com/book/show/1148612.Vixen_03
Living Rough,Cristy Watson,129,3.60,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306647327i/11486154.jpg,https://www.goodreads.com/book/show/11486154-living-rough
Tempus,Tyra  Lynn,974,3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328019846i/11486357.jpg,https://www.goodreads.com/book/show/11486357-tempus
The Fionavar Tapestry,Guy Gavriel Kay,"7,655",4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181410214i/1148721.jpg,https://www.goodreads.com/book/show/1148721.The_Fionavar_Tapestry
Vengeance is Mine,Zada Leon,2,5.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306698017i/11489117.jpg,https://www.goodreads.com/book/show/11489117-vengeance-is-mine
Angel Burn,L.A. Weatherly,"32,954",3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1307443107i/11486175.jpg,https://www.goodreads.com/book/show/11486175-angel-burn
Shedding Morals,J.C. Wickhart,16,3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417980782i/11489528.jpg,https://www.goodreads.com/book/show/11489528-shedding-morals
Throne of the Crescent Moon,Saladin Ahmed,"11,725",3.64,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344256189i/11487807.jpg,https://www.goodreads.com/book/show/11487807-throne-of-the-crescent-moon
The House at Tyneford,Natasha Solomons,"20,151",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1377631578i/11488123.jpg,https://www.goodreads.com/book/show/11488123-the-house-at-tyneford
Orb Sceptre Throne,Ian C. Esslemont,"7,665",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1315502095i/11487809.jpg,https://www.goodreads.com/book/show/11487809-orb-sceptre-throne
Watchtower,Elizabeth A. Lynn,"1,016",3.58,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348539398i/1148914.jpg,https://www.goodreads.com/book/show/1148914.Watchtower
City of Bones,Mike Raicht,"4,475",4.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306701614i/11489591.jpg,https://www.goodreads.com/book/show/11489591-city-of-bones
A Corte do Norte,Agustina Bessa-Luís,46,3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306708633i/11490434.jpg,https://www.goodreads.com/book/show/11490434-a-corte-do-norte
Daisy Buchanan's Daughter,Tom Carson,38,3.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328282060i/11490215.jpg,https://www.goodreads.com/book/show/11490215-daisy-buchanan-s-daughter
The Demon's Mistress,Jo Beverley,915,3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347622217i/11489742.jpg,https://www.goodreads.com/book/show/11489742-the-demon-s-mistress
When Fate Dictates,Elizabeth   Marshall,174,3.48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338116880i/11490059.jpg,https://www.goodreads.com/book/show/11490059-when-fate-dictates
The Long March Home,Zoë S. Roy,50,4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348817517i/11490714.jpg,https://www.goodreads.com/book/show/11490714-the-long-march-home
Hack: How I Stopped Worrying About What to Do with My Life and Started Driving a Yellow Cab,Melissa Plaut,472,3.46,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348678630i/1149270.jpg,https://www.goodreads.com/book/show/1149270.Hack
Meet Cécile,Denise Lewis Patrick,"1,237",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312923541i/11492884.jpg,https://www.goodreads.com/book/show/11492884-meet-c-cile
The Dragon and the George,Gordon R. Dickson,"6,577",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1431581833i/114936.jpg,https://www.goodreads.com/book/show/114936.The_Dragon_and_the_George
The Scioneer,Peter Bouvier,62,3.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394345668i/11493956.jpg,https://www.goodreads.com/book/show/11493956-the-scioneer
Colorado Dawn,Kaki Warner,631,3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327880492i/11493656.jpg,https://www.goodreads.com/book/show/11493656-colorado-dawn
The Perfect Deceit,Sandra Sparkler,6,4.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327827072i/11494143.jpg,https://www.goodreads.com/book/show/11494143-the-perfect-deceit
Metrosexy,Mark    Simpson,32,3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429209529i/11494306.jpg,https://www.goodreads.com/book/show/11494306-metrosexy
Flashman and the Dragon,George MacDonald Fraser,"3,437",4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320655016i/114939.jpg,https://www.goodreads.com/book/show/114939.Flashman_and_the_Dragon
"Katharine, the Virgin Widow",Jean Plaidy,"1,234",3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347885805i/1149370.jpg,https://www.goodreads.com/book/show/1149370.Katharine_the_Virgin_Widow
Humboldt's Gift,Saul Bellow,"9,674",3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388954094i/11494.jpg,https://www.goodreads.com/book/show/11494.Humboldt_s_Gift
Blue Horse Dreaming,Melanie Wallace,99,3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347476919i/1149453.jpg,https://www.goodreads.com/book/show/1149453.Blue_Horse_Dreaming
The Housekeeper,Melanie Wallace,142,3.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347680952i/1149455.jpg,https://www.goodreads.com/book/show/1149455.The_Housekeeper
Heavier Than Heaven: A Biography of Kurt Cobain,Charles R. Cross,"32,883",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348289083i/1149440.jpg,https://www.goodreads.com/book/show/1149440.Heavier_Than_Heaven
Western Ties,Mari Carr,"2,357",4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1615835205i/11494709.jpg,https://www.goodreads.com/book/show/11494709-western-ties
"Rome: A Cultural, Visual, and Personal History",Robert Hughes,"1,502",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320396289i/11494894.jpg,https://www.goodreads.com/book/show/11494894-rome
The Adrian Mole Diaries,Sue Townsend,"3,098",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436550034i/114950.jpg,https://www.goodreads.com/book/show/114950.The_Adrian_Mole_Diaries
Danzig Passage,Bodie Thoene,"4,953",4.41,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181414067i/1149528.jpg,https://www.goodreads.com/book/show/1149528.Danzig_Passage
The Opal Deception,Eoin Colfer,"140,228",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266475201i/114954.jpg,https://www.goodreads.com/book/show/114954.The_Opal_Deception
The Arctic Incident,Eoin Colfer,"156,346",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388294381i/114955.jpg,https://www.goodreads.com/book/show/114955.The_Arctic_Incident
A Maiden of Mercy,Brenda Williamson,3,2.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337216509i/11497385.jpg,https://www.goodreads.com/book/show/11497385-a-maiden-of-mercy
The Coming Insurrection,Comité invisible,"3,586",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306788498i/11495514.jpg,https://www.goodreads.com/book/show/11495514-the-coming-insurrection
Megiddo's Shadow,Arthur Slade,209,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181414571i/1149607.jpg,https://www.goodreads.com/book/show/1149607.Megiddo_s_Shadow
Death is No Sportsman,Cyril Hare,157,3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181416078i/1149772.jpg,https://www.goodreads.com/book/show/1149772.Death_is_No_Sportsman
Atlantis,David Gibbins,"8,313",3.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1426128265i/1149593.jpg,https://www.goodreads.com/book/show/1149593.Atlantis
The Happy Hooker,Xaviera Hollander,"2,883",3.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306776709i/11496476.jpg,https://www.goodreads.com/book/show/11496476-the-happy-hooker
Stuck Up!: 100 Objects Inserted and Ingested in Places They Shouldn’t Be,Rich E. Dreben,319,3.35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317794147i/11497442.jpg,https://www.goodreads.com/book/show/11497442-stuck-up
How to Dance with a Duke,Manda Collins,"2,362",3.64,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336793352i/11496925.jpg,https://www.goodreads.com/book/show/11496925-how-to-dance-with-a-duke
Touched-Amber Mckenzie-book-1,Zoe E. Whitten,2,4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1501173545i/11498520.jpg,https://www.goodreads.com/book/show/11498520-touched-amber-mckenzie-book-1
"I Love You Phillip Morris: A True Story of Life, Love, & Prison Breaks",Steve McVicker,362,3.57,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348960975i/1149775.jpg,https://www.goodreads.com/book/show/1149775.I_Love_You_Phillip_Morris
Time Stands Still,Lori L. Otto,"2,015",4.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337008647i/11497989.jpg,https://www.goodreads.com/book/show/11497989-time-stands-still
The Book of Lights,Chaim Potok,"2,500",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166479789i/11498.jpg,https://www.goodreads.com/book/show/11498.The_Book_of_Lights
The Ruby in the Smoke,Philip Pullman,"29,402",3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1424038246i/114982.jpg,https://www.goodreads.com/book/show/114982.The_Ruby_in_the_Smoke
The Surrender of Miss Fairbourne,Madeline Hunter,"2,531",3.63,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327931978i/11498150.jpg,https://www.goodreads.com/book/show/11498150-the-surrender-of-miss-fairbourne
Not Wicked Enough,Carolyn Jewel,731,3.64,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1323290721i/11498145.jpg,https://www.goodreads.com/book/show/11498145-not-wicked-enough
Princess Charming,Nicole Jordan,"1,673",3.65,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1343364518i/11498165.jpg,https://www.goodreads.com/book/show/11498165-princess-charming
Phenomenology & the Return to Beginnings,John Sallis,5,4.40,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356133495i/1149891.jpg,https://www.goodreads.com/book/show/1149891.Phenomenology_the_Return_to_Beginnings
"AmericA, Inc.: A Stage Play",David B. Lentz,3,5.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327882852i/11500468.jpg,https://www.goodreads.com/book/show/11500468-america-inc
"Action Hero Archives, Vol. 1",Joe Gill,85,3.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388643549i/1149900.jpg,https://www.goodreads.com/book/show/1149900.Action_Hero_Archives_Vol_1
Drink Deep,Chloe Neill,"30,987",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1352766465i/11498826.jpg,https://www.goodreads.com/book/show/11498826-drink-deep
The Promise,Chaim Potok,"13,851",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388279694i/11499.jpg,https://www.goodreads.com/book/show/11499.The_Promise
The List,Martin Fletcher,"1,871",3.70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437445363i/11499382.jpg,https://www.goodreads.com/book/show/11499382-the-list
Evil Dark,Justin Gustainis,"1,161",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322347847i/11500077.jpg,https://www.goodreads.com/book/show/11500077-evil-dark
Lady of Devices,Shelley Adina,"8,348",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328021058i/11500552.jpg,https://www.goodreads.com/book/show/11500552-lady-of-devices
Parallel Lines,Laura Moe,6,4.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348911386i/11500661.jpg,https://www.goodreads.com/book/show/11500661-parallel-lines
Angelfall,Susan Ee,"193,840",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558496420i/11500217.jpg,https://www.goodreads.com/book/show/11500217-angelfall
The Passionate Mistakes and Intricate Corruption of One Girl in America,Michelle Tea,"1,026",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171694582i/115006.jpg,https://www.goodreads.com/book/show/115006.The_Passionate_Mistakes_and_Intricate_Corruption_of_One_Girl_in_America
Here Lies Our Sovereign Lord,Jean Plaidy,361,3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1257676886i/1150193.jpg,https://www.goodreads.com/book/show/1150193.Here_Lies_Our_Sovereign_Lord
Special Assignments,Boris Akunin,"3,968",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435248083i/1150067.jpg,https://www.goodreads.com/book/show/1150067.Special_Assignments
Valencia,Michelle Tea,"5,738",3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1619837247i/115009.jpg,https://www.goodreads.com/book/show/115009.Valencia
The Fourth Wall,Walter Jon Williams,563,3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328340992i/11501744.jpg,https://www.goodreads.com/book/show/11501744-the-fourth-wall
The Ant Bully,John Nickle,193,3.53,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328865915i/115023.jpg,https://www.goodreads.com/book/show/115023.The_Ant_Bully
The Gift of Asher Lev,Chaim Potok,"8,275",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327897993i/11502.jpg,https://www.goodreads.com/book/show/11502.The_Gift_of_Asher_Lev
"Star-Crossed Rascals: Adventures of Rascals, Polly and Gertie.",Patricia Puddle,45,4.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1379552277i/11502665.jpg,https://www.goodreads.com/book/show/11502665-star-crossed-rascals
The Ant and the Elephant,Bill Peet,794,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347663742i/115024.jpg,https://www.goodreads.com/book/show/115024.The_Ant_and_the_Elephant
Unrest,Michelle Harrison,905,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329243728i/11503082.jpg,https://www.goodreads.com/book/show/11503082-unrest
Geim,Anders de la Motte,"4,359",3.48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306831834i/11502957.jpg,https://www.goodreads.com/book/show/11502957-geim
"The Faith Club: A Muslim, A Christian, A Jew-- Three Women Search for Understanding",Suzanne Oliver,"5,563",3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387736743i/115033.jpg,https://www.goodreads.com/book/show/115033.The_Faith_Club
BZRK,Michael  Grant,"8,852",3.68,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318378370i/11503582.jpg,https://www.goodreads.com/book/show/11503582-bzrk
Riding Out the Storm,Sis Deans,125,3.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337285166i/11503591.jpg,https://www.goodreads.com/book/show/11503591-riding-out-the-storm
Paradise by Toni Morrison Summary & Study Guide,BookRags,24,4.25,https://dryofg8nmyqjw.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/11504517-paradise-by-toni-morrison-summary-study-guide
A Time to Dance,Karen Kingsbury,"8,381",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171695767i/115036.jpg,https://www.goodreads.com/book/show/115036.A_Time_to_Dance
Dead End,Leigh Russell,899,3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328341025i/11503793.jpg,https://www.goodreads.com/book/show/11503793-dead-end
White Lines II: Sunny,Tracy Brown,"1,170",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316639788i/11503995.jpg,https://www.goodreads.com/book/show/11503995-white-lines-ii
Virtue,Amanda Hocking,"2,178",3.62,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328172023i/11504869.jpg,https://www.goodreads.com/book/show/11504869-virtue
Voyage of the Shadowmoon,Sean McMullen,320,3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312048801i/1150501.jpg,https://www.goodreads.com/book/show/1150501.Voyage_of_the_Shadowmoon
A Love Divine,Alexandra Ripley,195,4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344265757i/115050.jpg,https://www.goodreads.com/book/show/115050.A_Love_Divine
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William  Davis,"30,974",3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317793840i/11505008.jpg,https://www.goodreads.com/book/show/11505008-wheat-belly
What Papa Told Me,Felice Cohen,594,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328341054i/11505178.jpg,https://www.goodreads.com/book/show/11505178-what-papa-told-me
Night Rounds,Helene Tursten,"3,727",3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333581051i/11505253.jpg,https://www.goodreads.com/book/show/11505253-night-rounds
The Night Circus,Erin Morgenstern,"1,018,338",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327894371i/11506091.jpg,https://www.goodreads.com/book/show/11506091-the-night-circus
Beautiful Disaster,Jamie McGuire,"696,541",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358259032i/11505797.jpg,https://www.goodreads.com/book/show/11505797-beautiful-disaster
Loki,Mike Vasich,"2,059",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327971779i/11506107.jpg,https://www.goodreads.com/book/show/11506107-loki
The Time Returns,Alexandra Ripley,147,3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347753320i/115053.jpg,https://www.goodreads.com/book/show/115053.The_Time_Returns
