list_name,list_link
Most Possessive Romantic Men,https://www.goodreads.com/list/show/12597.Most_Possessive_Romantic_Men
Interesting and Readable Nonfiction,https://www.goodreads.com/list/show/3187.Interesting_and_Readable_Nonfiction
Best YA Dystopian/Utopian/Apocalyptic/Post-Apocalyptic,https://www.goodreads.com/list/show/17200.Best_YA_Dystopian_Utopian_Apocalyptic_Post_Apocalyptic
Kidnapped!,https://www.goodreads.com/list/show/7521.Kidnapped_
Best Heroine in a Fantasy Book,https://www.goodreads.com/list/show/649.Best_Heroine_in_a_Fantasy_Book
Falling in Love with Best Friend/Best Friend's Brother/Brother's Best Friend,https://www.goodreads.com/list/show/24843.Falling_in_Love_with_Best_Friend_Best_Friend_s_Brother_Brother_s_Best_Friend
Highly Anticipated 2015 Releases,https://www.goodreads.com/list/show/82256.Highly_Anticipated_2015_Releases
Best Books of 2022,https://www.goodreads.com/list/show/171064.Best_Books_of_2022
Can't Wait Sci-Fi/Fantasy of 2019,https://www.goodreads.com/list/show/124876.Can_t_Wait_Sci_Fi_Fantasy_of_2019
The Great Classics You Have Not Read Yet,https://www.goodreads.com/list/show/4882.The_Great_Classics_You_Have_Not_Read_Yet
November 2021 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/160080.November_2021_Most_Anticipated_Romance_Releases
Hottest Guy on a Cover,https://www.goodreads.com/list/show/1914.Hottest_Guy_on_a_Cover
NEW ADULT fantasy & paranormal romance,https://www.goodreads.com/list/show/43342.NEW_ADULT_fantasy_paranormal_romance
March 2022 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/166758.March_2022_Most_Anticipated_Romance_Releases
2013 Paranormal Romance/Urban Fantasy (July - December),https://www.goodreads.com/list/show/23851.2013_Paranormal_Romance_Urban_Fantasy_July_December_
Favorite Book in the Harry Potter Series,https://www.goodreads.com/list/show/895.Favorite_Book_in_the_Harry_Potter_Series
Substance Abuse & Addiction,https://www.goodreads.com/list/show/575.Substance_Abuse_Addiction
Best Amharic Books,https://www.goodreads.com/list/show/89548.Best_Amharic_Books
Books For Older Teens,https://www.goodreads.com/list/show/2799.Books_For_Older_Teens
2021 Contemporary Romance Releases,https://www.goodreads.com/list/show/151688.2021_Contemporary_Romance_Releases
What We've Read So Far In 2010,https://www.goodreads.com/list/show/4244.What_We_ve_Read_So_Far_In_2010
October 2021 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/158069.October_2021_Most_Anticipated_Romance_Releases_
Best Women's Fiction Novels,https://www.goodreads.com/list/show/8691.Best_Women_s_Fiction_Novels
January 2021 Most Anticipated Romance Book Releases,https://www.goodreads.com/list/show/150525.January_2021_Most_Anticipated_Romance_Book_Releases
Favorite Shoujo Manga,https://www.goodreads.com/list/show/1764.Favorite_Shoujo_Manga
Most Anticipated Romance Books of 2019,https://www.goodreads.com/list/show/123029.Most_Anticipated_Romance_Books_of_2019
What to read in summer?,https://www.goodreads.com/list/show/10955.What_to_read_in_summer_
Student-Teacher Affair Novels,https://www.goodreads.com/list/show/3024.Student_Teacher_Affair_Novels
Fantasy Books Written for Adults,https://www.goodreads.com/list/show/2479.Fantasy_Books_Written_for_Adults
"The ""Can't Wait"" Books of 2011",https://www.goodreads.com/list/show/4903.The_Can_t_Wait_Books_of_2011
Best Survival Stories,https://www.goodreads.com/list/show/1982.Best_Survival_Stories
Best Books of 2023,https://www.goodreads.com/list/show/183940.Best_Books_of_2023
Best Business Books,https://www.goodreads.com/list/show/1170.Best_Business_Books
Best Books of the Decade: 1960s,https://www.goodreads.com/list/show/18.Best_Books_of_the_Decade_1960s
Best YA Romance,https://www.goodreads.com/list/show/16830.Best_YA_Romance
Books that really should be known and read by a lot more people (YA & Juvenile Fiction),https://www.goodreads.com/list/show/4649.Books_that_really_should_be_known_and_read_by_a_lot_more_people_YA_Juvenile_Fiction_
YA Angels,https://www.goodreads.com/list/show/5486.YA_Angels
January 2022 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/163261.January_2022_Most_Anticipated_Romance_Releases
إصدارات في معرض القاهرة للكتاب 2015,https://www.goodreads.com/list/show/82658._2015
"Most Anticipated Books of 2012! {PNR, UF & PNYA}",https://www.goodreads.com/list/show/15615.Most_Anticipated_Books_of_2012_PNR_UF_PNYA_
2015 Romantic Releases (JANUARY to MARCH),https://www.goodreads.com/list/show/79539.2015_Romantic_Releases_JANUARY_to_MARCH_
Best Girl in a Dress Cover of 2012,https://www.goodreads.com/list/show/17745.Best_Girl_in_a_Dress_Cover_of_2012
I Saw the Movie & Read the Book,https://www.goodreads.com/list/show/2451.I_Saw_the_Movie_Read_the_Book
50 Books That Will Change Your Life - Chapters/Indigo,https://www.goodreads.com/list/show/12751.50_Books_That_Will_Change_Your_Life_Chapters_Indigo
Best Funny Paranormal Romances,https://www.goodreads.com/list/show/4379.Best_Funny_Paranormal_Romances
When Friends Fall In Love,https://www.goodreads.com/list/show/6590.When_Friends_Fall_In_Love
Over 35 List: Books You Most Want to Read in 2015,https://www.goodreads.com/list/show/82967.Over_35_List_Books_You_Most_Want_to_Read_in_2015
"DCPL 's Teen Love & Sex (Some Romance) Booklist, for OWL",https://www.goodreads.com/list/show/165.DCPL_s_Teen_Love_Sex_Some_Romance_Booklist_for_OWL
Suggested Reads for the Vaginal Fantasy Book Club,https://www.goodreads.com/list/show/77767.Suggested_Reads_for_the_Vaginal_Fantasy_Book_Club
Best Unknown Young Adult Books,https://www.goodreads.com/list/show/17753.Best_Unknown_Young_Adult_Books
Best Gay Shifters,https://www.goodreads.com/list/show/2534.Best_Gay_Shifters
Sword and Laser Fantasy List,https://www.goodreads.com/list/show/20973.Sword_and_Laser_Fantasy_List
"Bad Boy Bikers, Rockers or Tattoo Artists",https://www.goodreads.com/list/show/22360.Bad_Boy_Bikers_Rockers_or_Tattoo_Artists
The Best Time Travel Books of All Time,https://www.goodreads.com/list/show/4018.The_Best_Time_Travel_Books_of_All_Time
Books That Had Me Bawling My Eyes Out,https://www.goodreads.com/list/show/34102.Books_That_Had_Me_Bawling_My_Eyes_Out
Best New Author Books,https://www.goodreads.com/list/show/9608.Best_New_Author_Books
Books White People Need to Read,https://www.goodreads.com/list/show/12546.Books_White_People_Need_to_Read
Kindle Unlimited Romance Favorites,https://www.goodreads.com/list/show/83741.Kindle_Unlimited_Romance_Favorites
Great Debut Novels,https://www.goodreads.com/list/show/625.Great_Debut_Novels
"Best Self-Help, Spiritual, Motivational, Law of Attraction Books",https://www.goodreads.com/list/show/18042.Best_Self_Help_Spiritual_Motivational_Law_of_Attraction_Books
Non-fiction - Something for Everyone,https://www.goodreads.com/list/show/10048.Non_fiction_Something_for_Everyone
Best Indie Fantasy Books Worth a Read,https://www.goodreads.com/list/show/5897.Best_Indie_Fantasy_Books_Worth_a_Read
100 Historical Romances To Read Before You Die,https://www.goodreads.com/list/show/2698.100_Historical_Romances_To_Read_Before_You_Die
September 2021 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/160596.September_2021_Most_Anticipated_Romance_Releases
Best M/M Romance Published in 2013,https://www.goodreads.com/list/show/29796.Best_M_M_Romance_Published_in_2013
Best Romance Series,https://www.goodreads.com/list/show/2523.Best_Romance_Series
Favourite young adult books,https://www.goodreads.com/list/show/11042.Favourite_young_adult_books
Best Graphic Novels for Children,https://www.goodreads.com/list/show/5038.Best_Graphic_Novels_for_Children
"Young Adults ""CAN'T FREAKIN WAIT TO READ"" Books",https://www.goodreads.com/list/show/4637.Young_Adults_CAN_T_FREAKIN_WAIT_TO_READ_Books
Best Historical Fiction Set in UK and Ireland,https://www.goodreads.com/list/show/3339.Best_Historical_Fiction_Set_in_UK_and_Ireland
Like 50 Shades of Grey,https://www.goodreads.com/list/show/21208.Like_50_Shades_of_Grey
100 Biographies & Memoirs to Read in a Lifetime: Readers' Picks,https://www.goodreads.com/list/show/85102.100_Biographies_Memoirs_to_Read_in_a_Lifetime_Readers_Picks
100 Young Adult Books to Read in a Lifetime: Readers Picks,https://www.goodreads.com/list/show/87859.100_Young_Adult_Books_to_Read_in_a_Lifetime_Readers_Picks
Best Jodi Picoult Books,https://www.goodreads.com/list/show/442.Best_Jodi_Picoult_Books
Food-Related Non-Fiction,https://www.goodreads.com/list/show/139.Food_Related_Non_Fiction
The Best Humorous Gay Romances,https://www.goodreads.com/list/show/4921.The_Best_Humorous_Gay_Romances
I Love A Man In Uniform,https://www.goodreads.com/list/show/4250.I_Love_A_Man_In_Uniform
I Like Serial Killers,https://www.goodreads.com/list/show/1046.I_Like_Serial_Killers
Best Books for Teen Boys,https://www.goodreads.com/list/show/45.Best_Books_for_Teen_Boys
Best Middle Ages Books,https://www.goodreads.com/list/show/301.Best_Middle_Ages_Books
Best Dark Books Ever,https://www.goodreads.com/list/show/78142.Best_Dark_Books_Ever_
Book Boyfriends - New Adult/YA,https://www.goodreads.com/list/show/31195.Book_Boyfriends_New_Adult_YA
Books That Kept You Up At Night,https://www.goodreads.com/list/show/3771.Books_That_Kept_You_Up_At_Night
Best Space Opera,https://www.goodreads.com/list/show/2616.Best_Space_Opera
November 2018 Most Anticipated Romances,https://www.goodreads.com/list/show/126983.November_2018_Most_Anticipated_Romances
Favorites of the Fantasy Book Club,https://www.goodreads.com/list/show/1350.Favorites_of_the_Fantasy_Book_Club_
Most Beautiful YA  Covers of  2015,https://www.goodreads.com/list/show/84847.Most_Beautiful_YA_Covers_of_2015
Best Cover Art 2011 (Non-YA),https://www.goodreads.com/list/show/14697.Best_Cover_Art_2011_Non_YA_
Favorite Novels Which Won the Hugo Award,https://www.goodreads.com/list/show/219.Favorite_Novels_Which_Won_the_Hugo_Award
Goodreads Choice Awards 2019 (eligible for write-in only),https://www.goodreads.com/list/show/133723.Goodreads_Choice_Awards_2019_eligible_for_write_in_only_
2014 Swoony Awards,https://www.goodreads.com/list/show/79941.2014_Swoony_Awards
معرض القاهرة للكتاب 2014,https://www.goodreads.com/list/show/47406._2014
Children's Picture Books With Beautiful Illustrations,https://www.goodreads.com/list/show/1191.Children_s_Picture_Books_With_Beautiful_Illustrations
Real Bikers Romance,https://www.goodreads.com/list/show/32589.Real_Bikers_Romance_
Werewolf and Shifter Romance,https://www.goodreads.com/list/show/10145.Werewolf_and_Shifter_Romance
Best Gay Romance Featuring Characters Attending High School/College,https://www.goodreads.com/list/show/7065.Best_Gay_Romance_Featuring_Characters_Attending_High_School_College
Heart Stopping Books,https://www.goodreads.com/list/show/20169.Heart_Stopping_Books
Best Christian Historical Fiction,https://www.goodreads.com/list/show/6984.Best_Christian_Historical_Fiction
Best YA Spy/Mystery Novels,https://www.goodreads.com/list/show/4727.Best_YA_Spy_Mystery_Novels
Top Books for Kindle Unlimited,https://www.goodreads.com/list/show/76639.Top_Books_for_Kindle_Unlimited
Books that make you think.,https://www.goodreads.com/list/show/3884.Books_that_make_you_think_
Best Books of 2021,https://www.goodreads.com/list/show/157516.Best_Books_of_2021
Best Books About Tudor England,https://www.goodreads.com/list/show/382.Best_Books_About_Tudor_England
Thought Provoking,https://www.goodreads.com/list/show/74334.Thought_Provoking
Best Cover Fall/Winter 2011,https://www.goodreads.com/list/show/14472.Best_Cover_Fall_Winter_2011
"Not The ""Normal"" Paranormal",https://www.goodreads.com/list/show/9224.Not_The_Normal_Paranormal
The Best Omnibuses and Box Sets,https://www.goodreads.com/list/show/2881.The_Best_Omnibuses_and_Box_Sets
Best Kinky F*ckery Books,https://www.goodreads.com/list/show/18850.Best_Kinky_F_ckery_Books
Books That Could Change Your Life,https://www.goodreads.com/list/show/2296.Books_That_Could_Change_Your_Life
Best Gay Fantasy Romance,https://www.goodreads.com/list/show/5213.Best_Gay_Fantasy_Romance
NEW BOOKS TO WATCH,https://www.goodreads.com/list/show/14330.NEW_BOOKS_TO_WATCH
World's Greatest Novellas,https://www.goodreads.com/list/show/1236.World_s_Greatest_Novellas
Best Teen Paranormal/Vampire Reads,https://www.goodreads.com/list/show/4267.Best_Teen_Paranormal_Vampire_Reads
"Best Vampire Books from ""New"" Authors",https://www.goodreads.com/list/show/20931.Best_Vampire_Books_from_New_Authors_
Best Top Romance Novels of All Time,https://www.goodreads.com/list/show/10334._Best_Top_Romance_Novels_of_All_Time
Conspiracy Fiction,https://www.goodreads.com/list/show/2407.Conspiracy_Fiction
Best Horror Books by People Other Than Stephen King,https://www.goodreads.com/list/show/3126.Best_Horror_Books_by_People_Other_Than_Stephen_King
Science Fiction Books by Female Authors,https://www.goodreads.com/list/show/6934.Science_Fiction_Books_by_Female_Authors
Best Rogue/Rake Romance Books,https://www.goodreads.com/list/show/2327.Best_Rogue_Rake_Romance_Books
UGHHHH! RELEASE THE FREAKING BOOK ALREADY!,https://www.goodreads.com/list/show/13586.UGHHHH_RELEASE_THE_FREAKING_BOOK_ALREADY_
Best Books for Teen Readers,https://www.goodreads.com/list/show/1194.Best_Books_for_Teen_Readers
Read These In School - Would Have Preferred A Root Canal,https://www.goodreads.com/list/show/534.Read_These_In_School_Would_Have_Preferred_A_Root_Canal
Funny Women Memoirs,https://www.goodreads.com/list/show/10925.Funny_Women_Memoirs
First In Series (2014),https://www.goodreads.com/list/show/23203.First_In_Series_2014_
2015 Contemporary Romance/Romantic Suspense (January - June),https://www.goodreads.com/list/show/53536.2015_Contemporary_Romance_Romantic_Suspense_January_June_
Recommended Reads,https://www.goodreads.com/list/show/136.Recommended_Reads
Can't Wait Sci-Fi/Fantasy of 2018,https://www.goodreads.com/list/show/112840.Can_t_Wait_Sci_Fi_Fantasy_of_2018
YA Debuts 2017,https://www.goodreads.com/list/show/88440.YA_Debuts_2017
This Is the End...,https://www.goodreads.com/list/show/392.This_Is_the_End_
Best YA Covers for 2012,https://www.goodreads.com/list/show/16819.Best_YA_Covers_for_2012
Badass Female Leads!,https://www.goodreads.com/list/show/30167.Badass_Female_Leads_
Best Literary Fiction,https://www.goodreads.com/list/show/1425.Best_Literary_Fiction_
"Most Anticipated: Science Fiction, Fantasy and Horror Novels of 2015",https://www.goodreads.com/list/show/77683.Most_Anticipated_Science_Fiction_Fantasy_and_Horror_Novels_of_2015
2015 Romantic Releases (JULY to DECEMBER),https://www.goodreads.com/list/show/88461.2015_Romantic_Releases_JULY_to_DECEMBER_
Anticipated Romance & Erotic Books - 2013,https://www.goodreads.com/list/show/31869.Anticipated_Romance_Erotic_Books_2013
Best Gay Enemies/Rivals/Opposites Become Lovers,https://www.goodreads.com/list/show/8912.Best_Gay_Enemies_Rivals_Opposites_Become_Lovers
Can't Wait Books of 2023,https://www.goodreads.com/list/show/153043.Can_t_Wait_Books_of_2023
Villain as Romantic Love Interests,https://www.goodreads.com/list/show/13508.Villain_as_Romantic_Love_Interests
Strong Female Characters Written by Female Authors,https://www.goodreads.com/list/show/5401.Strong_Female_Characters_Written_by_Female_Authors
YA Novels of 2022,https://www.goodreads.com/list/show/115489.YA_Novels_of_2022
Rooting for the Bad Guy,https://www.goodreads.com/list/show/690.Rooting_for_the_Bad_Guy
WWII Historic Fiction,https://www.goodreads.com/list/show/36785.WWII_Historic_Fiction
Can't Wait Sci-Fi/Fantasy of 2021,https://www.goodreads.com/list/show/142995.Can_t_Wait_Sci_Fi_Fantasy_of_2021
2015: What Women Born In The 1970s Read In 2015,https://www.goodreads.com/list/show/83180.2015_What_Women_Born_In_The_1970s_Read_In_2015
Best Intro to Sci-Fi for Young Readers,https://www.goodreads.com/list/show/1708.Best_Intro_to_Sci_Fi_for_Young_Readers
Favorite Christmas Books,https://www.goodreads.com/list/show/499.Favorite_Christmas_Books
Best M/M Romance Published in 2014,https://www.goodreads.com/list/show/48092.Best_M_M_Romance_Published_in_2014
Best Books of the Decade: 1950s,https://www.goodreads.com/list/show/22.Best_Books_of_the_Decade_1950s
Best Indie Fantasy Books,https://www.goodreads.com/list/show/2230.Best_Indie_Fantasy_Books
Best Gay Historical Romance,https://www.goodreads.com/list/show/2548.Best_Gay_Historical_Romance
Best French Literature,https://www.goodreads.com/list/show/67.Best_French_Literature
Books about Books,https://www.goodreads.com/list/show/564.Books_about_Books
All Sorts Favourites,https://www.goodreads.com/list/show/35826.All_Sorts_Favourites
Books That Had You Sobbing,https://www.goodreads.com/list/show/9946.Books_That_Had_You_Sobbing
May 2019 Most Anticipated Romances,https://www.goodreads.com/list/show/133850.May_2019_Most_Anticipated_Romances
Best HARD SCIENCE FICTION of the 21st Century,https://www.goodreads.com/list/show/47731.Best_HARD_SCIENCE_FICTION_of_the_21st_Century
Best War Novels,https://www.goodreads.com/list/show/9990.Best_War_Novels
Book Group Worthy Titles for 2014,https://www.goodreads.com/list/show/50578.Book_Group_Worthy_Titles_for_2014
Christian Fiction Books That Would Make Great Movies!!!,https://www.goodreads.com/list/show/16552.Christian_Fiction_Books_That_Would_Make_Great_Movies_
Best World Philosophy Book,https://www.goodreads.com/list/show/451.Best_World_Philosophy_Book
2013 Summer Reads,https://www.goodreads.com/list/show/35263.2013_Summer_Reads
Books Every Psychology and/or Counseling Doctoral Student Should Read,https://www.goodreads.com/list/show/2101.Books_Every_Psychology_and_or_Counseling_Doctoral_Student_Should_Read
Modern Gothic,https://www.goodreads.com/list/show/38411.Modern_Gothic
Best Read-Aloud Chapter Books,https://www.goodreads.com/list/show/328.Best_Read_Aloud_Chapter_Books
Kindle Edition Paranormal/Supernatural/Fantasy Young Adult & Adult Romances for $3.00 or Less,https://www.goodreads.com/list/show/14708.Kindle_Edition_Paranormal_Supernatural_Fantasy_Young_Adult_Adult_Romances_for_3_00_or_Less
Books That I Could Read Over and Over Again,https://www.goodreads.com/list/show/3407.Books_That_I_Could_Read_Over_and_Over_Again
January 2020 Most-Anticipated Romances,https://www.goodreads.com/list/show/140214.January_2020_Most_Anticipated_Romances
Heroes in Motorcycle Clubs,https://www.goodreads.com/list/show/24541.Heroes_in_Motorcycle_Clubs
Science Fiction & Fantasy Titles for 2012!,https://www.goodreads.com/list/show/11817.Science_Fiction_Fantasy_Titles_for_2012_
Jezebel's Books All Women Should Read,https://www.goodreads.com/list/show/852.Jezebel_s_Books_All_Women_Should_Read
Reverse Harem - Standalones and 1st in series,https://www.goodreads.com/list/show/115584.Reverse_Harem_Standalones_and_1st_in_series
Best Arthurian Fiction,https://www.goodreads.com/list/show/97.Best_Arthurian_Fiction
Hot Alpha Males,https://www.goodreads.com/list/show/9024.Hot_Alpha_Males
"Social Justice: Books on Racism, Sexism, and Class",https://www.goodreads.com/list/show/851.Social_Justice_Books_on_Racism_Sexism_and_Class
Comics & Graphic Novels by Women,https://www.goodreads.com/list/show/23030.Comics_Graphic_Novels_by_Women
Books that should be made into a movie/tv show,https://www.goodreads.com/list/show/2130.Books_that_should_be_made_into_a_movie_tv_show
Best Westerns,https://www.goodreads.com/list/show/1243.Best_Westerns
September 2022 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/167698.September_2022_Most_Anticipated_Romance_Releases
"REALLY Underrated Books (Fewer than 1,000 Ratings)",https://www.goodreads.com/list/show/2438.REALLY_Underrated_Books_Fewer_than_1_000_Ratings_
February 2022 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/166345.February_2022_Most_Anticipated_Romance_Releases
Best Books Translated into Arabic أفضل الكتب المترجمة إلى العربية,https://www.goodreads.com/list/show/6854.Best_Books_Translated_into_Arabic_
Can't Wait Sci-Fi/Fantasy of 2022,https://www.goodreads.com/list/show/156993.Can_t_Wait_Sci_Fi_Fantasy_of_2022
Best Mob/Mafia Novels,https://www.goodreads.com/list/show/84732.Best_Mob_Mafia_Novels_
July 2019 Most Anticipated Romances,https://www.goodreads.com/list/show/134603.July_2019_Most_Anticipated_Romances
Best Book Covers Of All Time,https://www.goodreads.com/list/show/12907.Best_Book_Covers_Of_All_Time
Most Anticipated Paranormal Romance & Urban Fantasy Books - Early  2011,https://www.goodreads.com/list/show/6953.Most_Anticipated_Paranormal_Romance_Urban_Fantasy_Books_Early_2011
Best Books To Frame Thinking,https://www.goodreads.com/list/show/6569.Best_Books_To_Frame_Thinking
Best Historical Romances Where the Quiet/Unusual Girl Gets the Guy,https://www.goodreads.com/list/show/6463.Best_Historical_Romances_Where_the_Quiet_Unusual_Girl_Gets_the_Guy
2013 Contemporary YA,https://www.goodreads.com/list/show/21917.2013_Contemporary_YA
Abandoned Books,https://www.goodreads.com/list/show/470.Abandoned_Books
All Time Dominant-Alpha Romance Heroes,https://www.goodreads.com/list/show/25465.All_Time_Dominant_Alpha_Romance_Heroes
Romance Books 2017,https://www.goodreads.com/list/show/107285.Romance_Books_2017
Love/Hate Relationships,https://www.goodreads.com/list/show/9345.Love_Hate_Relationships
Most inspiring Nonfiction,https://www.goodreads.com/list/show/1383.Most_inspiring_Nonfiction
Most Expected Romance Books 2012,https://www.goodreads.com/list/show/15781.Most_Expected_Romance_Books_2012
Oh My Gosh! Beautiful Covers,https://www.goodreads.com/list/show/24789.Oh_My_Gosh_Beautiful_Covers
Christmas Stocking Stuffers,https://www.goodreads.com/list/show/14962.Christmas_Stocking_Stuffers
Emotion Overload,https://www.goodreads.com/list/show/41138.Emotion_Overload
Inspiring Books For All Ages,https://www.goodreads.com/list/show/72349.Inspiring_Books_For_All_Ages
Sexiest Immortal Males of All Time,https://www.goodreads.com/list/show/4694.Sexiest_Immortal_Males_of_All_Time
2009 Printz Contenders,https://www.goodreads.com/list/show/519.2009_Printz_Contenders
YA Debuts 2014,https://www.goodreads.com/list/show/16457.YA_Debuts_2014
Books I wouldn't have discovered without Goodreads,https://www.goodreads.com/list/show/4802.Books_I_wouldn_t_have_discovered_without_Goodreads
The Must-Have Series for Children Ages 6 to 12,https://www.goodreads.com/list/show/496.The_Must_Have_Series_for_Children_Ages_6_to_12
Best Lesser-Known Books,https://www.goodreads.com/list/show/1146.Best_Lesser_Known_Books
When is the Next One!?!,https://www.goodreads.com/list/show/45785.When_is_the_Next_One_
Biker Book Babes Group's Best MC Themed Reads,https://www.goodreads.com/list/show/63015.Biker_Book_Babes_Group_s_Best_MC_Themed_Reads
The Best Fantasy Books,https://www.goodreads.com/list/show/728.The_Best_Fantasy_Books
"Best Picks: Science Fiction, Fantasy and Horror Novels of 2014",https://www.goodreads.com/list/show/46864.Best_Picks_Science_Fiction_Fantasy_and_Horror_Novels_of_2014
Best M/M Romance Published in 2012,https://www.goodreads.com/list/show/15778.Best_M_M_Romance_Published_in_2012
Funny / Witty Romance Novels,https://www.goodreads.com/list/show/14925.Funny_Witty_Romance_Novels
Can't Wait Sci-Fi/Fantasy of 2017,https://www.goodreads.com/list/show/100366.Can_t_Wait_Sci_Fi_Fantasy_of_2017
Immigrant Experience Literature,https://www.goodreads.com/list/show/338.Immigrant_Experience_Literature
Can't Wait Sci-Fi/Fantasy of 2020,https://www.goodreads.com/list/show/134406.Can_t_Wait_Sci_Fi_Fantasy_of_2020
Best Sci-Fi/Futuristic Romance,https://www.goodreads.com/list/show/861.Best_Sci_Fi_Futuristic_Romance
APRIL 2018 Most Anticipated Romances,https://www.goodreads.com/list/show/119591.APRIL_2018_Most_Anticipated_Romances
Best Adult Indie Book Covers,https://www.goodreads.com/list/show/24686.Best_Adult_Indie_Book_Covers
Eagerly Anticipated Books Remainder of 2009 and 2010,https://www.goodreads.com/list/show/2869.Eagerly_Anticipated_Books_Remainder_of_2009_and_2010
2014 Contemporary Romance/Romantic Suspense (January - June),https://www.goodreads.com/list/show/43508.2014_Contemporary_Romance_Romantic_Suspense_January_June_
Greatest Psychology Books,https://www.goodreads.com/list/show/1295.Greatest_Psychology_Books
"Best Seasonal Romance {Christmas, Winter}",https://www.goodreads.com/list/show/3904.Best_Seasonal_Romance_Christmas_Winter_
Hot Covers,https://www.goodreads.com/list/show/27687.Hot_Covers_
April 2020 Most-Anticipated Romances,https://www.goodreads.com/list/show/144445.April_2020_Most_Anticipated_Romances
2015 Releases,https://www.goodreads.com/list/show/15690.2015_Releases
What We've Read So Far In 2011,https://www.goodreads.com/list/show/8216.What_We_ve_Read_So_Far_In_2011_
April 2019 Most Anticipated Romances,https://www.goodreads.com/list/show/133078.April_2019_Most_Anticipated_Romances
Best Feminist Young Adult Books,https://www.goodreads.com/list/show/6279.Best_Feminist_Young_Adult_Books
Urban Fantasy With Male Lead Characters,https://www.goodreads.com/list/show/5181._Urban_Fantasy_With_Male_Lead_Characters
June 2022 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/166762.June_2022_Most_Anticipated_Romance_Releases
YA Debuts 2016,https://www.goodreads.com/list/show/74414.YA_Debuts_2016
Books That Made An Impact On My Life,https://www.goodreads.com/list/show/21742.Books_That_Made_An_Impact_On_My_Life
Best Spiritual Books,https://www.goodreads.com/list/show/4880.Best_Spiritual_Books
Most Anticipated Romance Novels of 2021,https://www.goodreads.com/list/show/138217.Most_Anticipated_Romance_Novels_of_2021
"""I've Loved You for Years.""",https://www.goodreads.com/list/show/11040._I_ve_Loved_You_for_Years_
Men I Wish Were Real,https://www.goodreads.com/list/show/10170.Men_I_Wish_Were_Real
Best Ménage Fiction,https://www.goodreads.com/list/show/5033.Best_M_nage_Fiction
What I want to read this summer,https://www.goodreads.com/list/show/9257.What_I_want_to_read_this_summer
Teen Historical Novels,https://www.goodreads.com/list/show/1129.Teen_Historical_Novels
Fantasy Romance,https://www.goodreads.com/list/show/15833.Fantasy_Romance
Panty Droppers,https://www.goodreads.com/list/show/33177.Panty_Droppers
2014 Reads You Don't Want To Miss,https://www.goodreads.com/list/show/46938.2014_Reads_You_Don_t_Want_To_Miss
Best Books By Indie Authors,https://www.goodreads.com/list/show/46508.Best_Books_By_Indie_Authors
AUGUST 2018 Most Anticipated ROMANCES,https://www.goodreads.com/list/show/123456.AUGUST_2018_Most_Anticipated_ROMANCES
Goodreads Picks For Tournament of Books 2016,https://www.goodreads.com/list/show/90223.Goodreads_Picks_For_Tournament_of_Books_2016
Best Books 2019,https://www.goodreads.com/list/show/114787.Best_Books_2019
Goodreads Choice Awards 2017,https://www.goodreads.com/list/show/105534.Goodreads_Choice_Awards_2017
2016 Highly Anticipated Fantasy,https://www.goodreads.com/list/show/85939.2016_Highly_Anticipated_Fantasy_
Historical Fiction 2012 Releases - Which books are you looking forward to the most?,https://www.goodreads.com/list/show/13712.Historical_Fiction_2012_Releases_Which_books_are_you_looking_forward_to_the_most_
Best 21st Century Non-Fiction,https://www.goodreads.com/list/show/21995.Best_21st_Century_Non_Fiction
Best Horror Books of the 21st Century,https://www.goodreads.com/list/show/26068.Best_Horror_Books_of_the_21st_Century
Best Coming of Age Stories,https://www.goodreads.com/list/show/194.Best_Coming_of_Age_Stories
Can't Wait Books of 2024,https://www.goodreads.com/list/show/181111.Can_t_Wait_Books_of_2024
Motorcycle MC,https://www.goodreads.com/list/show/45727.Motorcycle_MC_
BDSM Fiction,https://www.goodreads.com/list/show/4627.BDSM_Fiction
If You Loved The Hunger Games,https://www.goodreads.com/list/show/3711.If_You_Loved_The_Hunger_Games
A Thin Line: Love/Hate Relationships,https://www.goodreads.com/list/show/35289.A_Thin_Line_Love_Hate_Relationships
Best Books to Read for Halloween,https://www.goodreads.com/list/show/13100.Best_Books_to_Read_for_Halloween
Dark Academia,https://www.goodreads.com/list/show/128819.Dark_Academia
"Cry, Tear-Jerker Romances",https://www.goodreads.com/list/show/9067.Cry_Tear_Jerker_Romances
Beautiful Book Covers of 2010,https://www.goodreads.com/list/show/5511.Beautiful_Book_Covers_of_2010
Lucky '13s,https://www.goodreads.com/list/show/29181.Lucky_13s
Keep You Up All Night Romance Books,https://www.goodreads.com/list/show/14580.Keep_You_Up_All_Night_Romance_Books
Best Books on Writing,https://www.goodreads.com/list/show/1714.Best_Books_on_Writing
2014 Debut Author Challenge (YA/MG/NA),https://www.goodreads.com/list/show/47089.2014_Debut_Author_Challenge_YA_MG_NA_
2015 Contemporary YA,https://www.goodreads.com/list/show/80133.2015_Contemporary_YA
